"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","cx_int_no"
"1487026","occ","","","206945","aff. Basilosaurus sp.","genus","36681","","Basilosaurus","genus","36681","Priabonian","","37.71","33.9","71195","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1494979","occ","","","46086","cf. Dorudon osiris","species","63001","recombined as","Saghacetus osiris","species","62982","Bartonian","Priabonian","41.2","33.9","12298","Chordata","Mammalia","Cetacea","Basilosauridae","Saghacetus","37"
"1512423","occ","40207","","211071","Pachycetus paulsoni","species","36789","species not entered","Pachycetus","genus","36789","Bartonian","","41.2","37.71","82775","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","107"
"1512424","occ","40208","","211074","Pachycetus paulsoni","species","36789","species not entered","Pachycetus","genus","36789","Bartonian","Priabonian","41.2","33.9","82775","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","37"
"1512435","occ","","","211071","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Bartonian","","41.2","37.71","72902","Chordata","Mammalia","Cetacea","Basilosauridae","","107"
"1512436","occ","40209","","211078","Pachycetus paulsoni","species","36789","species not entered","Pachycetus","genus","36789","Priabonian","","37.71","33.9","82775","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","106"
"1512437","occ","","","211078","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Priabonian","","37.71","33.9","72902","Chordata","Mammalia","Cetacea","Basilosauridae","","106"
"1512445","occ","40210","","211080","Pachycetus paulsoni","species","36789","species not entered","Pachycetus","genus","36789","Bartonian","","41.2","37.71","82775","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","107"
"1512446","occ","40212","","211075","Pachycetus paulsoni","species","36789","species not entered","Pachycetus","genus","36789","Bartonian","Priabonian","41.2","33.9","82775","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","37"
"1512451","occ","40204","","46086","Pachycetus paulsoni","species","36789","species not entered","Pachycetus","genus","36789","Bartonian","Priabonian","41.2","33.9","82775","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","37"
"1512452","occ","40211","","211084","Pachycetus paulsoni","species","36789","species not entered","Pachycetus","genus","36789","Priabonian","","37.71","33.9","82775","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","106"
"1512466","occ","","","211075","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Bartonian","Priabonian","41.2","33.9","72902","Chordata","Mammalia","Cetacea","Basilosauridae","","37"
"1512467","occ","","","211084","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Priabonian","","37.71","33.9","72902","Chordata","Mammalia","Cetacea","Basilosauridae","","106"
"1514186","occ","40205","","46086","Pachycetus paulsoni","species","36789","species not entered","Pachycetus","genus","36789","Bartonian","Priabonian","41.2","33.9","82775","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","37"
"1514286","occ","","","211298","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Priabonian","","37.71","33.9","72957","Chordata","Mammalia","Cetacea","Basilosauridae","","106"
"1514583","occ","","","211351","Zeuglodon sp.","genus","53152","objective synonym of","Basilosaurus","genus","36681","Priabonian","","37.71","33.9","42766","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1514781","occ","","","211382","Basilosaurus cetoides","species","53153","","Basilosaurus cetoides","species","63132","Priabonian","","37.71","33.9","68339","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1514782","occ","","","211383","Basilosaurus cetoides","species","53153","","Basilosaurus cetoides","species","63132","Priabonian","","37.71","33.9","73044","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1514783","occ","","","211384","Basilosaurus cetoides","species","53153","","Basilosaurus cetoides","species","63132","Priabonian","","37.71","33.9","73044","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1514882","occ","","","45636","Basilosaurus cetoides","species","53153","","Basilosaurus cetoides","species","63132","Priabonian","","37.71","33.9","73065","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1514889","occ","","","45635","Zeuglodon sp.","genus","53152","objective synonym of","Basilosaurus","genus","36681","Priabonian","","37.71","33.9","73065","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1514923","occ","","","211430","Basilosaurus cetoides","species","53153","","Basilosaurus cetoides","species","63132","Priabonian","","37.71","33.9","73068","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1527198","occ","37476","","214010","Platyosphys sp.","genus","36815","subjective synonym of","Pachycetus","genus","36789","Bartonian","Priabonian","41.2","33.9","61627","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","37"
"1536970","occ","","","64351","Basilosauridae ? indet.","family","42936","","Basilosauridae","family","42936","Lutetian","","47.8","41.2","74469","Chordata","Mammalia","Cetacea","Basilosauridae","","108"
"1536972","occ","","","32899","Stromerius nidensis","species","118887","","Stromerius nidensis","species","118887","Priabonian","","37.71","33.9","74469","Chordata","Mammalia","Cetacea","Basilosauridae","Stromerius","106"
"1536973","occ","","","32899","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","74469","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1536974","occ","","","32899","Masracetus markgrafi","species","118889","","Masracetus markgrafi","species","118889","Priabonian","","37.71","33.9","74469","Chordata","Mammalia","Cetacea","Basilosauridae","Masracetus","106"
"1589419","occ","","","224636","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Priabonian","","37.71","33.9","80985","Chordata","Mammalia","Cetacea","Basilosauridae","","106"
"1590287","occ","","","224763","Zeuglodon sp.","genus","53152","objective synonym of","Basilosaurus","genus","36681","Paleogene","","66","23.03","31458","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","26"
"1604766","occ","","","226929","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Eocene","","56","33.9","82371","Chordata","Mammalia","Cetacea","Basilosauridae","","37"
"1609867","occ","40191","","227706","Pachycetus paulsonii","species","422523","","Pachycetus paulsonii","species","63087","Bartonian","","41.2","37.71","82775","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","107"
"1609868","occ","","","168386","Pachycetus paulsonii","species","422523","","Pachycetus paulsonii","species","63087","Bartonian","","41.2","37.71","82775","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","107"
"1609869","occ","40195","","123876","Pachycetus paulsoni","species","36789","species not entered","Pachycetus","genus","36789","Bartonian","","41.2","37.71","82775","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","107"
"1609870","occ","40196","","71821","Pachycetus paulsoni","species","36789","species not entered","Pachycetus","genus","36789","Bartonian","","41.2","37.71","82775","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","107"
"1609871","occ","","","227707","Antaecetus sp.","genus","462732","","Antaecetus","genus","462732","Bartonian","","41.2","37.71","82775","Chordata","Mammalia","Cetacea","Basilosauridae","Antaecetus","107"
"1631047","occ","","","231077","n. gen. Perucetus n. sp. colossus","species","475541","","Perucetus colossus","species","475541","Bartonian","","41.2","37.71","85527","Chordata","Mammalia","Cetacea","Basilosauridae","Perucetus","107"
"1632534","occ","","","231291","n. gen. Tutcetus n. sp. rayanensis","species","476550","","Tutcetus rayanensis","species","476550","Bartonian","","41.2","37.71","85632","Chordata","Mammalia","Cetacea","Basilosauridae","Tutcetus","107"
"1645185","occ","","","168386","Pachycetus sp.","genus","36789","","Pachycetus","genus","36789","Bartonian","","41.2","37.71","87403","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","107"
"1655947","occ","","","235062","Chrysocetus sp.","genus","57336","","Chrysocetus","genus","57336","Bartonian","","41.2","37.71","88521","Chordata","Mammalia","Cetacea","Basilosauridae","Chrysocetus","107"
"1655948","occ","","","235062","Pachycetus sp.","genus","36789","","Pachycetus","genus","36789","Bartonian","","41.2","37.71","88521","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","107"
"1655950","occ","","","235061","Chrysocetus sp.","genus","57336","","Chrysocetus","genus","57336","Bartonian","","41.2","37.71","88521","Chordata","Mammalia","Cetacea","Basilosauridae","Chrysocetus","107"
"1655951","occ","","","235061","Pachycetus sp.","genus","36789","","Pachycetus","genus","36789","Bartonian","","41.2","37.71","88521","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","107"
"1658900","occ","","","211084","Dorudontinae indet.","subfamily","53109","invalid subgroup of","Basilosauridae","family","42936","Priabonian","","37.71","33.9","88785","Chordata","Mammalia","Cetacea","Basilosauridae","","106"
